,Zipcode,Address,Median Age,Household Income,Per Capita Income,Lat,Lng,Bank Count
334,24944,"Green Bank, WV 24944",43,176311,97441,38.4017,-79.7692,11
335,68448,"Talmage, NE 68448",33,32653,16033,40.5665,-96.0097,9
336,92195,"San Diego, CA 92195",37,187435,86846,32.7154,-117.1565,42
337,58126,"Fargo, ND 58126",36,191153,83434,46.8774,-96.7895,16
338,07303,"Jersey City, NJ 07303",41,166158,76527,40.7282,-74.0784,55
339,85712,"Tucson, AZ 85712",46,137363,43401,32.2548,-110.8836,10
340,96206,"Apo, AP 96206",46,42130,16251,0.0000,0.0000,6
341,21619,"Chester, MD 21619",41,73283,59841,38.9496,-76.2775,50
342,58484,"Sutton, ND 58484",34,194395,84132,47.3847,-98.4569,74
343,76711,"Waco, TX 76711",32,98372,88725,31.5163,-97.1548,28
344,87325,"Tohatchi, NM 87325",37,213741,60468,35.8298,-108.6579,66
345,65334,"Hughesville, MO 65334",44,30519,11499,38.8495,-93.2210,8
346,61016,"Cherry Valley, IL 61016",40,195019,83635,42.2026,-88.9621,100
347,77404,"Bay City, TX 77404",46,183657,80621,28.9825,-95.9693,71
348,61745,"Heyworth, IL 61745",38,160300,69906,40.3416,-88.9849,64
349,99505,"Jber, AK 99505",37,64016,64266,61.2746,-149.6434,42
350,78573,"Mission, TX 78573",37,31177,16985,26.3003,-98.2976,3
351,67107,"Moundridge, KS 67107",41,105611,70826,38.1885,-97.5188,9
352,94011,"Burlingame, CA 94011",41,160755,97358,37.5844,-122.3650,21
353,08068,"Pemberton, NJ 08068",38,64222,54108,39.9568,-74.6534,42
354,17520,"East Petersburg, PA 17520",42,125426,46462,40.0963,-76.3510,88
355,79835,"Canutillo, TX 79835",38,38080,15450,31.9399,-106.5624,6
356,13409,"Munnsville, NY 13409",43,141307,48363,42.9654,-75.5865,8
357,12184,"Valatie, NY 12184",35,95994,73448,42.4094,-73.6561,99
358,33567,"Plant City, FL 33567",39,63220,79695,27.9178,-82.1246,22
359,56115,"Balaton, MN 56115",40,75035,74415,44.2107,-95.8860,65
360,38046,"La Grange, TN 38046",41,47961,14011,35.0498,-89.2255,3
361,93673,"Traver, CA 93673",46,102994,62815,36.4554,-119.4866,77
362,09250,"Apo, AE 09250",38,61989,96015,0.0000,0.0000,59
363,95488,"Westport, CA 95488",39,87747,42768,39.6886,-123.7213,14
364,07504,"Paterson, NJ 07504",45,148256,46911,40.9112,-74.1431,34
365,58716,"Benedict, ND 58716",37,31348,13199,47.7828,-101.0678,9
366,36441,"Flomaton, AL 36441",44,124669,79514,31.0596,-87.2594,33
367,42461,"Uniontown, KY 42461",44,86419,92689,37.8209,-87.8666,52
368,39095,"Lexington, MS 39095",39,207543,47040,33.1153,-90.1327,81
369,38387,"Westport, TN 38387",38,174779,94042,35.8746,-88.2776,87
370,67031,"Conway Springs, KS 67031",33,34083,16881,37.4023,-97.6211,5
371,17364,"Thomasville, PA 17364",38,150909,69242,39.9272,-76.9003,59
372,76539,"Kempner, TX 76539",42,126291,77886,31.0959,-98.0023,79
373,20611,"Bel Alton, MD 20611",41,113099,69621,38.4668,-76.9745,20
374,55904,"Rochester, MN 55904",39,117577,98027,43.9532,-92.4005,30
375,85324,"Black Canyon City, AZ 85324",33,47561,18325,34.1051,-111.8568,8
376,19850,"Wilmington, DE 19850",35,162434,98063,39.7579,-75.5474,64
377,93673,"Traver, CA 93673",39,112268,57352,36.4554,-119.4866,88
378,58438,"Fessenden, ND 58438",34,167907,42108,47.6674,-99.5945,95
379,71461,"New Llano, LA 71461",42,74875,98777,31.1233,-93.2945,38
380,38025,"Dyersburg, TN 38025",42,42043,15967,36.0345,-89.3858,9
381,25550,"Point Pleasant, WV 25550",36,70217,71150,38.8681,-82.0735,15
382,16353,"Tionesta, PA 16353",41,70557,81257,41.4954,-79.2391,93
383,72427,"Egypt, AR 72427",44,70590,64764,35.8639,-90.9498,87
384,65532,"Lake Spring, MO 65532",46,125095,52663,37.7706,-91.6678,93
385,72034,"Conway, AR 72034",38,34237,14711,35.0472,-92.4868,9
386,60555,"Warrenville, IL 60555",40,119168,67456,41.8257,-88.2047,93
387,91351,"Canyon Country, CA 91351",34,160899,70074,34.4338,-118.4623,11
388,51593,"Harlan, IA 51593",45,169178,70845,41.6500,-95.3300,71
389,35752,"Hollywood, AL 35752",44,86710,56358,34.7476,-85.9375,94
390,39632,"Chatawa, MS 39632",32,47352,16380,31.0542,-90.4647,7
391,25108,"Hewett, WV 25108",44,131443,42473,37.9631,-81.8766,45
392,71027,"Frierson, LA 71027",42,184595,92601,32.2443,-93.6574,47
393,61318,"Compton, IL 61318",36,93017,69121,41.7153,-89.0914,68
394,28353,"Laurinburg, NC 28353",43,126927,48476,34.7736,-79.4632,59
395,32893,"Orlando, FL 32893",34,49968,13291,28.42,-81.3,4
396,73571,"Vinson, OK 73571",41,62564,71616,34.8863,-99.8142,39
397,19720,"New Castle, DE 19720",46,183277,45453,39.6382,-75.5872,32
398,53542,"Hanover, WI 53542",39,149094,77139,42.6388,-89.1619,47
399,75434,"Cunningham, TX 75434",35,160473,93155,33.4091,-95.3710,38
400,79041,"Hale Center, TX 79041",40,44990,13866,34.0795,-101.9271,1
401,97056,"Scappoose, OR 97056",41,187701,43056,45.7996,-122.9738,12
402,46120,"Cloverdale, IN 46120",32,211217,61778,39.5226,-86.7728,19
403,62443,"Mason, IL 62443",46,214714,46312,38.9575,-88.6377,21
404,51433,"Auburn, IA 51433",38,112853,80952,42.2893,-94.8885,13
405,54114,"Crivitz, WI 54114",34,46606,11078,45.2484,-88.1031,1
406,79382,"Wolfforth, TX 79382",39,176917,86475,33.4632,-102.0182,26
407,53293,"Milwaukee, WI 53293",38,86609,85157,43.0389,-87.9065,92
408,42029,"Calvert City, KY 42029",41,210978,91252,37.0072,-88.3905,46
409,10927,"Haverstraw, NY 10927",40,101137,63184,41.1926,-73.9559,2
410,61602,"Peoria, IL 61602",45,41280,15149,40.6828,-89.6054,10
411,79102,"Amarillo, TX 79102",44,114420,72934,35.2016,-101.8446,55
412,72531,"Elizabeth, AR 72531",42,128595,65831,36.3183,-92.1454,14
413,87101,"Albuquerque, NM 87101",43,61165,74999,35.0846,-106.6516,9
414,14874,"Pulteney, NY 14874",36,128953,51986,42.5338,-77.1786,82
415,14041,"Dayton, NY 14041",40,29216,16990,42.3991,-78.9736,4
416,98401,"Tacoma, WA 98401",39,131593,92241,47.2534,-122.4432,83
417,75119,"Ennis, TX 75119",40,126950,47840,32.3314,-96.5771,57
418,75835,"Crockett, TX 75835",45,112837,50243,31.2533,-95.4940,42
419,67334,"Chautauqua, KS 67334",37,128493,90815,37.0262,-96.1777,39
420,56399,"Saint Cloud, MN 56399",40,31129,19463,45.5608,-94.1624,3
421,43287,"Columbus, OH 43287",33,199999,41951,39.9602,-82.9989,84
422,04041,"Hiram, ME 04041",44,136434,55197,43.8665,-70.8122,100
423,15521,"Alum Bank, PA 15521",40,142044,46482,40.2048,-78.6286,13
424,79346,"Morton, TX 79346",40,208515,73348,33.6067,-102.8306,91
425,43113,"Circleville, OH 43113",35,31642,18754,39.5981,-82.9453,10
426,25702,"Huntington, WV 25702",39,124704,42498,38.4433,-82.3448,72
427,46106,"Bargersville, IN 46106",43,132890,71015,39.5070,-86.1951,19
428,29112,"North, SC 29112",42,205812,78899,33.6326,-81.1013,60
429,94621,"Oakland, CA 94621",43,144662,60937,37.7355,-122.2086,41
430,50009,"Altoona, IA 50009",42,37448,19035,41.6435,-93.4623,2
431,06813,"Danbury, CT 06813",43,201371,84978,41.3948,-73.4544,33
432,26886,"Onego, WV 26886",34,202107,81764,38.8345,-79.4432,70
433,39062,"D LO, MS 39062",40,115488,81444,31.9843,-89.9050,2
434,81228,"Granite, CO 81228",45,211943,52572,39.0883,-106.2798,69
435,30415,"Brooklet, GA 30415",44,42588,12391,32.3347,-81.6008,8
436,90313,"Inglewood, CA 90313",39,158583,65859,33.96,-118.35,72
437,66738,"Fulton, KS 66738",33,94843,62541,37.9938,-94.7318,91
438,97308,"Salem, OR 97308",42,154116,71638,44.9431,-123.0336,41
439,42726,"Clarkson, KY 42726",46,173796,73774,37.4374,-86.1416,25
440,79519,"Goldsboro, TX 79519",41,34033,16086,32.0521,-99.6647,9
441,13634,"Dexter, NY 13634",41,193260,41751,44.0167,-76.0861,92
442,06480,"Portland, CT 06480",43,73749,65763,41.5984,-72.5891,33
443,94002,"Belmont, CA 94002",37,131010,95648,37.5138,-122.2963,99
444,25021,"Bim, WV 25021",33,133964,73416,37.8805,-81.7249,40
445,12577,"Salisbury Mills, NY 12577",33,43911,11821,41.4262,-74.1097,1
446,37687,"Roan Mountain, TN 37687",34,153772,90499,36.1847,-82.0998,66
447,06755,"Gaylordsville, CT 06755",39,207616,73351,41.6483,-73.4845,56
448,54245,"Valders, WI 54245",44,143360,87230,44.0249,-87.9099,9
449,53048,"Lomira, WI 53048",41,155989,69276,43.5803,-88.4502,30
450,66203,"Shawnee, KS 66203",44,31755,19512,39.0185,-94.6941,7
451,93241,"Lamont, CA 93241",34,131723,43015,35.2552,-118.9141,92
452,30348,"Atlanta, GA 30348",32,180230,48949,33.7486,-84.3884,36
453,38194,"Memphis, TN 38194",46,137943,52743,35.1497,-90.0487,98
454,98314,"Bremerton, WA 98314",41,145495,58565,47.5580,-122.6425,91
455,56548,"Halstad, MN 56548",38,28366,10251,47.3683,-96.7194,3
456,47464,"Stinesville, IN 47464",37,60402,57232,39.2983,-86.6517,72
457,46660,"South Bend, IN 46660",42,211421,54604,41.6833,-86.2503,86
458,35074,"Green Pond, AL 35074",46,66979,99724,33.2261,-87.1255,74
459,64638,"Dawn, MO 64638",34,159221,84316,39.6762,-93.6007,75
460,64482,"Rock Port, MO 64482",43,32618,13113,40.4460,-95.6026,3
461,45384,"Wilberforce, OH 45384",43,160303,59802,39.7082,-83.8828,53
462,94013,"Daly City, CA 94013",36,17456,35736,37.7,-122.45,41
463,06920,"Stamford, CT 06920",39,129057,45081,41.09,-73.55,60
464,24323,"Crockett, VA 24323",36,62378,42260,36.8717,-81.2052,4
465,45770,"Portland, OH 45770",42,49219,16746,38.9931,-81.8170,6
466,30171,"Rydal, GA 30171",46,177980,75586,34.3644,-84.7468,47
467,78588,"San Isidro, TX 78588",43,139873,78354,26.7314,-98.4144,33
468,24069,"Cascade, VA 24069",44,116233,41925,36.5953,-79.6164,6
469,28056,"Gastonia, NC 28056",35,193566,62931,35.2443,-81.1253,35
470,28408,"Wilmington, NC 28408",33,39013,13031,34.2296,-77.9389,4
471,92336,"Fontana, CA 92336",43,138285,76277,34.1461,-117.4599,85
472,73056,"Marshall, OK 73056",40,123880,67087,36.1150,-97.5861,89
473,18707,"Mountain Top, PA 18707",34,103731,89630,41.1230,-75.9521,29
474,62628,"Chapin, IL 62628",40,101559,51557,39.8023,-90.4015,22
475,27878,"Sharpsburg, NC 27878",39,40988,10324,35.8656,-77.8304,4
476,40555,"Lexington, KY 40555",43,150248,47857,38.0494,-84.5004,75
477,62611,"Arenzville, IL 62611",34,193417,83759,39.8892,-90.4015,63
478,72027,"Center Ridge, AR 72027",43,104830,64063,35.3803,-92.5824,91
479,02645,"Harwich, MA 02645",32,72540,64936,41.7022,-70.0629,79
480,32857,"Orlando, FL 32857",44,26529,14070,28.5382,-81.3795,1
481,39151,"Puckett, MS 39151",33,178526,46831,32.0789,-89.7767,49
482,89512,"Reno, NV 89512",35,131157,95900,39.5542,-119.8014,62
483,54102,"Amberg, WI 54102",32,146339,54611,45.4998,-88.0034,60
484,21060,"Glen Burnie, MD 21060",44,152573,91628,39.1728,-76.5764,44
485,48004,"Anchorville, MI 48004",40,48503,17098,42.6913,-82.6889,4
486,40507,"Lexington, KY 40507",41,199474,76719,38.0459,-84.4970,77
487,48441,"Harbor Beach, MI 48441",43,87912,92462,43.8017,-82.7336,24
488,60101,"Addison, IL 60101",46,173750,94348,41.9309,-88.0140,23
489,24061,"Blacksburg, VA 24061",34,177309,95003,37.2286,-80.4149,42
490,95173,"San Jose, CA 95173",41,32880,15817,37.3353,-121.8938,4
491,62311,"Augusta, IL 62311",35,185221,65324,40.2388,-90.9684,34
492,20617,"Bryantown, MD 20617",32,202472,92124,38.5421,-76.8603,58
493,99751,"Kobuk, AK 99751",38,163727,77057,67.0589,-155.9679,83
494,16918,"Cowanesque, PA 16918",45,163375,53293,41.93,-77.49,65
495,20176,"Leesburg, VA 20176",46,41452,12407,39.1600,-77.5219,3
496,03303,"Concord, NH 03303",35,80891,83767,43.3014,-71.6778,12
497,94103,"San Francisco, CA 94103",32,155535,90145,37.7755,-122.4129,19
498,85381,"Peoria, AZ 85381",40,176415,50061,33.6106,-112.2333,78
499,84072,"Tabiona, UT 84072",36,93934,95360,40.3958,-110.6938,68
500,18428,"Hawley, PA 18428",41,32480,12311,41.4172,-75.1658,5
501,61063,"Pecatonica, IL 61063",38,60465,77926,42.3181,-89.3399,71
502,33614,"Tampa, FL 33614",40,115500,46062,28.0049,-82.5058,20
503,42127,"Cave City, KY 42127",34,124000,87083,37.1246,-85.9088,39
504,83421,"Chester, ID 83421",36,68709,95157,43.9987,-111.5481,95
505,55057,"Northfield, MN 55057",44,38032,19481,44.4627,-93.2060,1
506,60419,"Dolton, IL 60419",34,109772,79992,41.6254,-87.6037,40
507,79720,"Big Spring, TX 79720",44,123643,63647,32.2910,-101.4382,39
508,32117,"Daytona Beach, FL 32117",43,153552,73252,29.2359,-81.0575,14
509,48757,"Reese, MI 48757",35,94470,55282,43.4865,-83.6802,26
510,88262,"Mcdonald, NM 88262",44,29783,17106,33.1445,-103.3607,7
511,57319,"Bridgewater, SD 57319",44,146800,70423,43.5574,-97.4876,62
512,21759,"Ladiesburg, MD 21759",46,94367,68769,39.5765,-77.2653,34
513,49406,"Douglas, MI 49406",42,68140,45209,42.6441,-86.2010,87
514,36425,"Beatrice, AL 36425",44,181884,43256,31.7409,-87.1081,45
515,95019,"Freedom, CA 95019",46,37637,10159,36.9365,-121.7784,2
516,78585,"Salineno, TX 78585",37,185091,70976,26.5157,-99.1125,100
517,27150,"Winston Salem, NC 27150",36,170869,81198,36.1002,-80.2088,35
518,06451,"Meriden, CT 06451",42,78875,88538,41.5384,-72.8188,87
519,15088,"West Elizabeth, PA 15088",45,78216,68392,40.2720,-79.8967,88
520,79742,"Grandfalls, TX 79742",34,37125,19692,31.3745,-102.8862,10
521,49917,"Copper City, MI 49917",32,73643,57505,47.2837,-88.3622,39
522,28265,"Charlotte, NC 28265",43,77858,85958,35.2267,-80.8434,94
523,50541,"Gilmore City, IA 50541",42,130191,54119,42.7036,-94.4334,13
524,78535,"Combes, TX 78535",43,149427,70598,26.2542,-97.7326,64
525,40576,"Lexington, KY 40576",39,45619,19820,38.0494,-84.5004,8
526,95827,"Sacramento, CA 95827",46,203649,51013,38.5558,-121.3242,24
527,50149,"Lorimor, IA 50149",39,142400,71721,41.1480,-94.0809,55
528,44683,"Uhrichsville, OH 44683",43,156727,81741,40.3568,-81.3096,84
529,01936,"Hamilton, MA 01936",46,98296,63267,42.6208,-70.8578,10
530,65340,"Marshall, MO 65340",44,32774,15010,39.0487,-93.1995,3
531,57058,"Salem, SD 57058",44,95583,92836,43.7611,-97.3689,58
532,35119,"New Castle, AL 35119",42,138674,52150,33.6470,-86.7708,49
533,93449,"Pismo Beach, CA 93449",45,102747,60580,35.1564,-120.6599,5
534,19363,"Oxford, PA 19363",40,85335,86697,39.7914,-75.9793,40
535,30660,"Rayle, GA 30660",46,28612,11631,33.7878,-82.9145,6
536,60141,"Hines, IL 60141",42,95319,81737,41.8571,-87.8316,31
537,46563,"Plymouth, IN 46563",45,93705,57314,41.3597,-86.3108,18
538,68123,"Bellevue, NE 68123",45,83517,72074,41.1093,-95.9347,82
539,04841,"Rockland, ME 04841",43,7619,28540,44.1253,-69.1336,36
540,09016,"Apo, AE 09016",38,47114,19447,0.0000,0.0000,10
541,60707,"Elmwood Park, IL 60707",37,207202,57029,41.9232,-87.8092,18
542,21715,"Brownsville, MD 21715",39,125718,96395,39.3817,-77.6607,68
543,27371,"Troy, NC 27371",34,151146,50986,35.4315,-79.9538,88
544,70658,"Reeves, LA 70658",38,182581,60840,30.5325,-93.0217,44
545,79406,"Lubbock, TX 79406",43,46251,14612,33.5850,-101.8796,2
546,78116,"Gillett, TX 78116",46,105447,60644,29.0798,-97.7749,17
547,65081,"Tipton, MO 65081",35,77732,44755,38.6370,-92.7826,30
548,58474,"Oakes, ND 58474",38,189553,59747,46.1094,-98.1325,35
549,04003,"Bailey Island, ME 04003",38,111809,61018,43.7413,-69.9927,49
550,54725,"Boyceville, WI 54725",38,40936,19459,45.0759,-92.0013,1
551,03468,"West Peterborough, NH 03468",39,126385,51089,42.8872,-71.9856,64
552,24701,"Bluefield, WV 24701",37,179146,73405,37.3009,-81.2118,68
553,76055,"Itasca, TX 76055",39,103185,66502,32.1520,-97.1395,75
554,48268,"Detroit, MI 48268",46,163707,97851,42.3317,-83.0456,52
555,61914,"Bethany, IL 61914",32,29324,10079,39.6018,-88.8096,3
556,45325,"Farmersville, OH 45325",41,141435,96283,39.7013,-84.4139,97
557,44032,"Dorset, OH 44032",34,204042,62181,41.6766,-80.6658,18
558,74435,"Gore, OK 74435",33,152336,83482,35.5330,-95.0887,57
559,77261,"Houston, TX 77261",32,204484,45403,29.7632,-95.3633,6
560,71474,"Simpson, LA 71474",35,46134,15584,31.2517,-93.0205,8
561,74960,"Stilwell, OK 74960",43,122729,95687,35.7958,-94.6578,73
562,78257,"San Antonio, TX 78257",45,143249,81494,29.6760,-98.5761,73
563,76041,"Forreston, TX 76041",40,188362,82178,32.2425,-96.8645,12
564,73147,"Oklahoma City, OK 73147",38,61084,72378,35.4678,-97.5164,89
565,26812,"Mathias, WV 26812",42,48898,14310,38.8731,-78.8974,1
566,59344,"Plevna, MT 59344",37,130000,67674,46.4040,-104.5605,45
567,14476,"Kendall, NY 14476",39,197880,85263,43.3308,-78.0306,59
568,18323,"Buck Hill Falls, PA 18323",34,106313,41297,41.2001,-75.2679,30
569,55550,"Young America, MN 55550",36,178340,46503,44.78,-93.91,45
570,99352,"Richland, WA 99352",36,29634,16984,46.2497,-119.3025,3
571,50140,"Lamoni, IA 50140",35,163095,72617,40.6493,-93.9532,36
572,28610,"Claremont, NC 28610",32,98811,94819,35.7350,-81.1388,78
573,30730,"Lyerly, GA 30730",38,189999,46084,34.3710,-85.4218,33
574,97269,"Portland, OR 97269",36,94790,70897,45.4465,-122.6382,45
575,85038,"Phoenix, AZ 85038",46,25940,12052,33.4486,-112.0733,2
576,89595,"Reno, NV 89595",36,191554,66634,39.5297,-119.8129,55
577,27425,"Greensboro, NC 27425",34,98455,83064,36.0728,-79.7939,71
578,13662,"Massena, NY 13662",38,197730,84602,44.9278,-74.9104,34
579,32924,"Cocoa, FL 32924",45,87853,84482,28.3859,-80.7423,30
580,37213,"Nashville, TN 37213",33,49908,10849,36.1679,-86.7623,3
581,38852,"Iuka, MS 38852",35,95000,82722,34.8256,-88.2231,52
582,67545,"Hudson, KS 67545",38,87384,55129,38.1732,-98.5827,98
583,45788,"Whipple, OH 45788",45,120807,58816,39.4956,-81.3669,18
584,29214,"Columbia, SC 29214",32,63821,48934,34.0009,-81.0353,29
585,29379,"Union, SC 29379",41,44524,13507,34.6802,-81.6387,6
586,57650,"Ralph, SD 57650",41,60719,92052,45.8536,-103.0353,23
587,36037,"Greenville, AL 36037",34,141491,83792,31.7442,-86.6464,6
588,26040,"Mcmechen, WV 26040",40,208656,99411,39.9859,-80.7310,32
589,66777,"Toronto, KS 66777",35,137949,88216,37.8359,-95.8748,44
590,32628,"Cross City, FL 32628",33,31154,11187,29.6290,-83.1137,4
591,65036,"Gasconade, MO 65036",36,93334,45477,38.6837,-91.5950,48
592,30058,"Lithonia, GA 30058",33,65956,55908,33.7412,-84.0976,30
593,87012,"Coyote, NM 87012",39,170082,61909,36.1774,-106.6540,74
594,52077,"Volga, IA 52077",45,169276,71811,42.8208,-91.5482,83
595,00804,"St Thomas, VI 00804",35,47634,11163,18.3436,-64.9314,3
596,39339,"Louisville, MS 39339",38,94012,75158,33.1028,-89.0519,32
597,39146,"Pickens, MS 39146",40,151524,50090,32.8894,-89.9890,62
598,61078,"Shannon, IL 61078",40,171643,98511,42.1624,-89.7542,34
599,93305,"Bakersfield, CA 93305",43,142650,61880,35.3907,-118.9879,1
600,64639,"De Witt, MO 64639",37,31003,10164,39.3351,-93.2623,9
601,10030,"New York, NY 10030",44,170374,77441,40.8184,-73.9423,19
602,97068,"West Linn, OR 97068",44,206479,78479,45.3412,-122.6624,10
603,07432,"Midland Park, NJ 07432",38,146805,97534,40.9949,-74.1424,16
604,97836,"Heppner, OR 97836",34,86164,59325,45.3059,-119.5163,78
605,30275,"Sargent, GA 30275",40,25769,18958,33.4357,-84.8701,2
606,60549,"Serena, IL 60549",41,162922,77530,41.4917,-88.7374,79
607,60010,"Barrington, IL 60010",46,115883,90433,42.1585,-88.1570,11
608,41146,"Hitchins, KY 41146",34,66315,69392,38.2748,-82.8894,61
609,63833,"Catron, MO 63833",40,194177,75505,36.6469,-89.7309,60
610,01984,"Wenham, MA 01984",40,27876,10948,42.6020,-70.8729,7
611,23304,"Battery Park, VA 23304",37,155394,90735,36.9918,-76.5696,69
612,06258,"Pomfret, CT 06258",44,89899,96294,41.8975,-71.9631,37
613,39574,"Saucier, MS 39574",37,187992,61656,30.6049,-89.1127,20
614,39704,"Columbus, MS 39704",40,144858,89685,33.6913,-88.3287,37
615,65039,"Hartsburg, MO 65039",39,39902,12111,38.6976,-92.2858,4
616,37037,"Christiana, TN 37037",44,9617,34207,35.6963,-86.3721,37
617,28758,"Mountain Home, NC 28758",46,103802,62608,35.3761,-82.4941,32
618,77275,"Houston, TX 77275",40,132355,41806,29.7632,-95.3633,16
619,48367,"Leonard, MI 48367",40,158158,92656,42.8437,-83.1416,1
620,75480,"Scroggins, TX 75480",39,44186,16218,33.0220,-95.2174,4
621,66863,"Neal, KS 66863",37,152737,41818,37.8305,-96.0586,52
622,60621,"Chicago, IL 60621",38,190995,67621,41.7761,-87.6398,80
623,14031,"Clarence, NY 14031",40,164909,41269,42.9986,-78.6144,72
624,33870,"Sebring, FL 33870",38,178485,74476,27.5006,-81.3824,8
625,14589,"Williamson, NY 14589",44,44721,16801,43.2397,-77.1666,6
626,85306,"Glendale, AZ 85306",41,181185,56025,33.6249,-112.1770,76
627,57337,"Fedora, SD 57337",33,200532,61750,43.9802,-97.7908,56
628,08322,"Franklinville, NJ 08322",41,116125,56507,39.6183,-75.0377,97
629,29838,"Modoc, SC 29838",40,107749,51789,33.7246,-82.1884,13
630,74145,"Tulsa, OK 74145",44,25832,10051,36.0972,-95.8866,10
631,05867,"Sutton, VT 05867",43,147658,62943,44.6643,-72.0420,46
632,70898,"Baton Rouge, LA 70898",32,107021,46128,30.4506,-91.1547,49
633,83709,"Boise, ID 83709",42,204420,57255,43.5605,-116.2891,21
634,29832,"Johnston, SC 29832",46,63728,57090,33.7919,-81.8053,6
635,41826,"Jeremiah, KY 41826",46,32724,16655,37.1747,-82.9278,6
636,92009,"Carlsbad, CA 92009",43,128842,85408,33.0957,-117.2440,60
637,24130,"Oriskany, VA 24130",45,147383,66324,37.6177,-79.9846,47
638,76192,"Fort Worth, TX 76192",42,134409,80601,32.7254,-97.3208,1
639,06405,"Branford, CT 06405",41,60631,83829,41.2832,-72.7964,63
640,47112,"Corydon, IN 47112",46,26065,18221,38.1850,-86.1533,3
641,66117,"Kansas City, KS 66117",32,94582,68549,39.1222,-94.6287,31
642,54616,"Blair, WI 54616",35,106631,69111,44.3116,-91.2515,77
643,73853,"Mutual, OK 73853",38,106318,56880,36.2324,-99.0890,80
644,66653,"Topeka, KS 66653",36,108292,88644,39.05,-95.67,25
645,64844,"Granby, MO 64844",43,27794,10409,36.9080,-94.2495,1
646,15301,"Washington, PA 15301",39,211991,52151,40.1552,-80.2484,53
647,64674,"Purdin, MO 64674",36,129418,51831,39.9675,-93.1508,18
648,73179,"Oklahoma City, OK 73179",40,189508,65906,35.4169,-97.6451,22
649,94803,"El Sobrante, CA 94803",34,191776,65605,37.9629,-122.2815,60
650,85172,"Stanfield, AZ 85172",32,32475,19408,32.9363,-111.9284,9
651,84331,"Portage, UT 84331",39,208316,75802,41.9435,-112.1688,71
652,47878,"Seelyville, IN 47878",41,155017,91824,39.4921,-87.2651,73
653,19374,"Toughkenamon, PA 19374",43,195124,64158,39.8261,-75.7563,41
654,90833,"Long Beach, CA 90833",36,214884,90225,33.7808,-118.1589,17
655,76577,"Thorndale, TX 76577",41,38911,10401,30.5852,-97.1663,7
656,07866,"Rockaway, NJ 07866",40,60910,45595,40.9577,-74.4919,72
657,33435,"Boynton Beach, FL 33435",35,210748,58314,26.5241,-80.0642,4
658,43431,"Gibsonburg, OH 43431",32,105844,49768,41.3923,-83.3292,45
659,31077,"Rhine, GA 31077",36,60291,87154,31.9895,-83.2076,45
660,19067,"Morrisville, PA 19067",44,49929,10958,40.1949,-74.8096,7
661,34711,"Clermont, FL 34711",40,145568,86790,28.5196,-81.7483,83
662,43985,"Holloway, OH 43985",35,120842,75304,40.1625,-81.1325,4
663,09467,"Dpo, AE 09467",32,77376,75136,0.0000,0.0000,89
664,60601,"Chicago, IL 60601",40,138443,50035,41.8850,-87.6224,51
665,45776,"Shade, OH 45776",34,36460,15207,39.1862,-82.0217,8
666,36532,"Fairhope, AL 36532",45,142440,73417,30.4824,-87.8670,70
667,50858,"Orient, IA 50858",42,182801,60915,41.2233,-94.4231,68
